city,destination,country
Berbera,BBO,Somalia
Berberati,BBT,Central African Republic
Berdyansk,ERD,Ukraine
Bereby,BBV,Cote D'Ivoire (Ivory Coast)
Bereina,BEA,Papua New Guinea
Berens River,YBV,Canada
Bergen,BGO,Norway
Bergen Op Zoom,BZM,Netherlands
Bergerac,EGC,France
Berkak,XUB,Norway
Berkeley,JBK,United States
Berlevag,BVG,Norway
Berlin,QWC,Germany
Berlin,GWW,Germany
City name,Airport Code,Country name
Berlin,SXF,Germany
Berlin,TXL,Germany
Berlin,THF,Germany
Berlin,BML,United States
Bermejo,BJO,Bolivia
Bermuda,BDA,Bermuda
Bermuda,NWU,Bermuda
Berne,BRN,Switzerland
Beroroha,WBO,Madagascar
Yaoundé,BTA,Cameroon
Beru,BEZ,Kiribati
Besakoa,BSV,Papua New Guinea
Besalampy,BPY,Madagascar
Bethel,BET,United States
Bethel,JBT,United States
Bethpage,BPA,United States
City name,Airport Code,Country name
Betioky,BKU,Madagascar
Betoota,BTX,Australia
Betou,BTB,Congo
Bettles,BTT,United States
Beverley Springs,BVZ,Australia
Beverly,BVY,United States
Bewani,BWP,Papua New Guinea
Beziers,BZR,France
Bhadrapur,BDP,Nepal
Bhairawa,BWA,Nepal
Bhamo,BMO,Myanmar
Bharatpur,BHR,Nepal
Bhatinda,BUP,India
Bhavnagar,BHU,India
Bhojpur,BHP,Nepal
Bhopal,BHO,India
City name,Airport Code,Country name
Bhubaneswar,BBI,India
Bhuj,BHJ,India
Bhurban,BHC,United States
Biak,BIK,Indonesia
Bialla,BAA,Papua New Guinea
Biangabip,BPK,Papua New Guinea
Biarritz,BIQ,France
Biaru,BRP,Papua New Guinea
Biawonque,BAW,Gabon
Bickerton Island,BCZ,Australia
Bielefeld,BFE,Germany
Big Bay,GBA,Vanuatu
Big Bay Marina,YIG,Canada
Big Bay Yacht Club,YYA,Canada
Big Bear,RBF,United States
Big Bell,BBE,Australia
City name,Airport Code,Country name
Big Creek,BIC,United States
Big Creek,BGK,Belize
Big Delta,BIG,United States
Big Lake,BGQ,United States
Big Mountain,BMX,United States
Big Piney,BPI,United States
Big Rapids,WBR,United States
Big Spring,HCA,United States
Big Spring,BGS,United States
Big Trout,YTL,Canada
Bikaner,BKB,India
Bikini Atoll,BII,Marshall Islands
Bilaspur,PAB,India
Bilbao,BIO,Spain
Bildudalur,BIU,Iceland
Biliau,BIJ,Papua New Guinea
City name,Airport Code,Country name
Billiluna,BIW,Australia
Billings,BIL,United States
Billund,BLL,Denmark
Biloela,ZBL,Australia
Biloxi,BIX,United States
Bima,BMU,Indonesia
Bimin,BIZ,Papua New Guinea
Bimini,BIM,Bahamas
Bimini,NSB,Bahamas
Biniguni,XBN,Papua New Guinea
Bintulu,BTU,Malaysia
Bintulu,ZMK,Malaysia
Bintuni,NTI,Indonesia
Birao,IRO,Central African Republic
Biratnagar,BIR,Nepal
Birch Creek,KBC,United States
City name,Airport Code,Country name
Bird Island,BDI,Seychelles
Birdsville,BVI,Australia
Birjand,XBJ,Iran
Birmingham,BHM,United States
Birmingham,ZBC,United Kingdom
Birmingham,BHX,United Kingdom
Birni Nkoni,BKN,Niger
Bisbee,BSQ,United States
Bisha,BHH,Saudi Arabia
Bishe-Kola,BSM,United States
Bishkek,FRU,Kyrgyzstan
Bisho,BIY,South Africa
Bishop,BIH,United States
Biskra,BSK,Algeria
Bislig,BPH,Philippines
Bismarck,BIS,United States
City name,Airport Code,Country name
Bissau,OXB,Guinea-Bissau
Bitam,BMM,Gabon
Bitburg,BBJ,Germany
Bizant,BZP,Australia
Bjerka,ZMZ,Norway
Black Tickle,YBI,Canada
Blackall,BKQ,Australia
Yateley,BBS,United Kingdom
Blackpool,BLK,United Kingdom
Blacksburg,BCB,United States
Blackstone,BKT,United States
Blackwater,BLT,Australia
Blackwell,BWL,United States
Blagoveschensk,BQS,Russian Federation
Blaine,BWS,United States
Blairsville,BSI,United States
City name,Airport Code,Country name
Blakely Island,BYW,United States
Blanc Sablon,YBX,Canada
Blanding,BDG,United States
Blantyre,BLZ,Malawi
Blenheim,BHE,New Zealand (Aotearoa)
Block Island,BID,United States
Blonduos,BLO,Iceland
Bloodvein,YDV,Canada
Bloomfield,BFC,Australia
Bloomington,BMG,United States
Bloomington-Normal,BMI,United States
Blubber Bay,XBB,Canada
Blue Bell,BBX,United States
Blue Canyon,BLU,United States
Blue Fox Bay,BFB,United States
Blue Lagoon,BXL,Fiji
City name,Airport Code,Country name
Bluefields,BEF,Nicaragua
Blumenau,BNU,Brazil
Blythe,BLH,United States
Blytheville,BYH,United States
Blytheville,HKA,United States
Bo,KBS,Sierra Leone
Boa Vista,BVC,Cape Verde
Boa Vista,BVB,Brazil
Boana,BNV,Papua New Guinea
Boang,BOV,Papua New Guinea
Bobadilla,OZI,Spain
Bobo Dioulasso,BOY,Burkina Faso
Bobquinn Lake,YBO,Canada
Boca Do Acre,BCR,Brazil
Boca Raton,BCT,United States
Bocas Del Toro,BOC,Panama
City name,Airport Code,Country name
Bodinumu,BNM,Papua New Guinea
Bodo,BOO,Norway
Bodrum,BXN,Turkey
Bodrum.,BJV,Turkey
Boeblingen,PHM,Germany
Boende,BNB,Zaire
Bogalusa,BXA,United States
Bogande,XBG,Burkina Faso
Boghe,BGH,Mauritania
Bogota,BOG,Colombia
Boigu Island,GIC,Australia
Boise,BOI,United States
Bojnord,BJB,Iran
Boke,BKJ,Guinea
Bokondini,BUI,Indonesia
Bokoro,BKR,Chad
City name,Airport Code,Country name
Boku,BOQ,Papua New Guinea
Bol,BWK,Croatia (Hrvatska)
Bol,OTC,Chad
Bolaang,BJG,Indonesia
Bollon,BLS,Australia
Bologna,BLQ,Italy
Bolovip,BVP,Papua New Guinea
Bolwarra,BCK,Australia
Bolzano,BZO,Italy
Bom Jesus Da Lapa,LAZ,Brazil
Boma,BOA,Zaire
Bomai,BMH,Papua New Guinea
Bonaire,BON,Netherlands Antilles
Bonanza,BZA,Nicaragua
Bonaventure,YVB,Canada
Bondoukou,BDK,Cote D'Ivoire (Ivory Coast)
City name,Airport Code,Country name
Bongo,BGP,Gabon
Bongor,OGR,Chad
Bongouanou,BGG,Cote D'Ivoire (Ivory Coast)
Bonito,BYO,Brazil
Bonnyville,YBY,Canada
Bontang,BXT,Indonesia
Bonthe,BTE,Sierra Leone
Boone,BNW,United States
Booue,BGB,Gabon
Bora Bora,BOB,French Polynesia
Borama,BXX,Somalia
Borba,RBB,Brazil
Bordeaux,BOD,France
Bordeaux,ZFQ,France
Borden,YBN,Canada
Bordj Badji Mokhtar,BMW,Algeria
City name,Airport Code,Country name
Borgarfjordur Eystri,BGJ,Iceland
Borger,BGD,United States
Boridi,BPB,Papua New Guinea
Borkum,BMK,Germany
Borlange/Falun,XYB,Sweden
Borlange/Falun,BLE,Sweden
Bornholm,RNN,Denmark
Bornite,RLU,United States
Borotou,BRZ,Cote D'Ivoire (Ivory Coast)
Borrego Springs,BXS,United States
Borroloola,BOX,Australia
Boset,BOT,Papua New Guinea
Bossangoa,BSN,Central African Republic
Bossaso,BSA,Somalia
Bossembele,BEM,Central African Republic
Bost,BST,Afghanistan
City name,Airport Code,Country name
Boston,ZTY,United States
Boston,JBC,United States
Boston,ZRU,United States
Boston,ZTO,United States
Boston,BOS,United States
Boswell Bay,BSW,United States
Botopasie,BTO,Suriname
Bouake,BYK,Cote D'Ivoire (Ivory Coast)
Bouar,BOP,Central African Republic
Bouca,BCF,Central African Republic
Boulder,WBI,United States
Boulder,WHH,United States
Boulder,WBU,United States
Boulder City,BLD,United States
Boulia,BQL,Australia
Boulsa,XBO,Burkina Faso
City name,Airport Code,Country name
Bouna,BQO,Cote D'Ivoire (Ivory Coast)
Boundary,BYA,United States
Boundiali,BXI,Cote D'Ivoire (Ivory Coast)
Boundji,BOE,Congo
Bountiful,BTF,United States
Bourgas,BOJ,Bulgaria
Bourges,BOU,France
Bourke,BRK,Australia
Bournemouth,BOH,United Kingdom
Boussaada,BUJ,Algeria
Bousso,OUT,Chad
Boutilimit,OTL,Mauritania
Bowen,ZBO,Australia
Bowling Green,BWG,United States
Bowling Green,APH,United States
Bowman,BWM,United States
City name,Airport Code,Country name
Boxborough,BXC,United States
Bozeman,BZN,United States
Bozen,ZBN,Italy
Bozoum,BOZ,Central African Republic
Brack,BCQ,Libya
Bradford,BRF,United Kingdom
Bradford,ZFC,United Kingdom
Bradford,BDF,United States
Bradford,BFD,United States
Brady,BBD,United States
Braga,BGZ,Portugal
Braganca,BGC,Portugal
Braganca Paulista,BJP,Brazil
Brahman,BRH,Papua New Guinea
Brainerd,BRD,United States
Braintree,WXF,United Kingdom
City name,Airport Code,Country name
Brampton Island,BMP,Australia
Brandon,LKZ,United Kingdom
Brandon,YBR,Canada
Branson/Point Lookout,PLK,United States
Brasilia,BSB,Brazil
Bratislava,BTS,Slovak Republic
Bratsk,BTK,Russian Federation
Braunschweig,BWE,Germany
Brava,BVR,Cape Verde
Brawley,BWC,United States
Brazoria,BZT,United States
Brazzaville,BZV,Congo
Breckenridge,QKB,United States
Breckenridge,BKD,United States
Breda,GLZ,Netherlands
Bregenz,XGZ,Austria
City name,Airport Code,Country name
Breiddalsvik,BXV,Iceland
Bremen,BRE,Germany
Bremerhaven,BRV,Germany
Bremerton,PWT,United States
Brest,BQT,Belarus
Brest,BES,France
Breves,BVS,Brazil
Brewarrina,BWQ,Australia
Bria,BIV,Central African Republic
Briansk,BZK,Russian Federation
Bridgeport,BDR,United States
Bridgetown,BGI,Barbados
Brigham City,BMC,United States
Bright,BRJ,Australia
Brighton,BSH,United Kingdom
Brighton Downs,BHT,Australia
City name,Airport Code,Country name
Brindisi,BDS,Italy
Brisbane,BNE,Australia
Bristol,BRS,United Kingdom
Britrail Rail Zone S,QQS,United Kingdom
Britton,TTO,United States
Brive-La-Gaillarde,BVE,France
Brize Norton,BZZ,United Kingdom
Brno,BRQ,Czechoslovakia (former)
Broadus,BDX,United States
Broadview,YDR,Canada
Brochet,YBT,Canada
Brockville,XBR,Canada
Broken Bow,BBW,United States
Broken Hill,BHQ,Australia
Bromont,ZBM,Canada
Bronnoysund,BNN,Norway
City name,Airport Code,Country name
Bronson Creek,YBM,Canada
Brookings,BOK,United States
Brookings,BKX,United States
Brooks Lake,BKF,United States
Brooks Lodge,RBH,United States
Broome,BME,Australia
Broomfield,BJC,United States
Brownsville,BRO,United States
Brownwood,BWD,United States
Brueggen,BGN,Germany
Brumado,BMS,Brazil
Brumunddal,ZVB,Norway
Brunette Downs,BTD,Australia
Brunswick,BQK,United States
Brunswick,SSI,United States
Brunswick,NHZ,United States
City name,Airport Code,Country name
Brus Laguna,BHG,Honduras
Brussels,CRL,Belgium
Brussels,ZYR,Belgium
Brussels,BRU,Belgium
Bryan,CFD,United States
Bryce,BCE,United States
Bua,BVF,Fiji
Bubaque,BQE,Guinea-Bissau
Bucaramanga,BGA,Colombia
Buchanan,UCN,Liberia
Buchans,YZM,Canada
Bucharest,BBU,Romania
Bucharest,OTP,Romania
Buckeye,BXK,United States
Buckland,BKC,United States
Budapest,XXJ,Hungary
City name,Airport Code,Country name
Budapest,BUD,Hungary
Budapest,XXQ,Hungary
Buenaventura,BUN,Colombia
Buenos Aires,AEP,Argentina
Buenos Aires,EZE,Argentina
Buenos Aires,BAI,Costa Rica
Buffalo,ZFZ,United States
Buffalo,ZXS,United States
Buffalo,BYG,United States
Buffalo Narrows,YVT,Canada
Buffalo Range,BFO,Zimbabwe
Bugulma,UUA,Russian Federation
Buin,UBI,Papua New Guinea
Bujumbura,BJM,Burundi
Buka,BUA,Papua New Guinea
Bukavu,BKY,Zaire
City name,Airport Code,Country name
Bukhara,BHK,Uzbekistan
Bukoba,BKZ,Tanzania
Bulawayo,BUQ,Zimbabwe
Bulchi,BCY,Ethiopia
Bulgan,UGA,Mongolia
Bulimba,BIP,Australia
Bull Harbour,YBH,Canada
Bullfrog Basin,BFG,United States
Bullhead City,IFP,United States
Bulolo,BUL,Papua New Guinea
Bumba,BMB,Zaire
Bumi Hills,BZH,Zimbabwe
Bunbury,BUY,Australia
Bundaberg,BDB,Australia
Bundi,BNT,Papua New Guinea
Bunia,BUX,Zaire
City name,Airport Code,Country name
Buno Bedelle,XBL,Ethiopia
Bunsil,BXZ,Papua New Guinea
Bunyu,BYQ,Indonesia
Buochs,BXO,Guinea-Bissau
Buol,UOL,Indonesia
Buraimi,RMB,Oman
Burao,BUO,Somalia
Burbank,BUR,United States
Bureta,LEV,Fiji
Burg Feuerstein,URD,Germany
Buri Ram,BFV,Thailand
Burketown,BUC,Australia
Burlington,BRL,United States
Burlington,BBF,United States
Burlington,BTV,United States
Burnie,BWT,Australia
City name,Airport Code,Country name
Burns,BNO,United States
Burns Lake,YPZ,Canada
Bursa,BTZ,Turkey
Bursa,YEI,Canada
Burtonwood,BUT,United Kingdom
Burundai,BXJ,Kazakhstan
Burwash Landings,YDB,Canada
Burwell,BUB,United States
Bury St Edmunds,BEQ,United Kingdom
Busan,PUS,Korea (South)
Bushehr,BUZ,Iran
Bussellton,BQB,Australia
Busuanga,USU,Philippines
Buta,BZU,Zaire
Butare,BTQ,Rwanda
Butaritari,BBG,Kiribati
City name,Airport Code,Country name
Butler,BUM,United States
Butler,BTP,United States
Butte,BTM,United States
Butterworth,BWH,Malaysia
Butterworth,UTE,South Africa
Butuan,BXU,Philippines
Buyo,BUU,Cote D'Ivoire (Ivory Coast)
Buzios,BZC,Brazil
Bydgoszcz,BZG,Poland
Ca Mau,CAH,Viet Nam
Cabimas,CBS,Venezuela
Cabin Creek,CBZ,United States
Cabinda,CAB,Angola
Cabo Frio,CFB,Brazil
Cabo Rojo,CBJ,Dominican Republic
Cacador,CFC,Brazil
City name,Airport Code,Country name
Caceres,CCX,Brazil
Cachoeira,CCQ,Brazil
Cachoeiro Itapemirim,CDI,Brazil
Cacoal,OAL,Brazil
Cadillac,CAD,United States
Cadiz,CDZ,Spain
Caen,CFR,France
Cafunfo,CFF,Angola
Cagayan De Oro,CGY,Philippines
Cagayan De Sulu,CDY,Philippines
Cagliari,CAG,Italy
Caherciveen,CHE,Ireland
Cahors,ZAO,France
Caia,CMZ,Mozambique
Caicara De Oro,CXA,Venezuela
Caiguna,CGV,Australia
City name,Airport Code,Country name
Cairns,CNS,Australia
Cairo,CAI,Egypt
Cairo,CIR,United States
Cajamarca,CJA,Peru
Calabar,CBQ,Nigeria
Calabozo,CLZ,Venezuela
Calais,CQF,France
Calama,CJC,Chile
Calbayog,CYP,Philippines
Caldas Novas,CLV,Brazil
Caldwell,CDW,United States
Caledonia,CDE,Panama
Caleta Olivia,CVI,Argentina
Calexico,CXL,United States
Calgary,YYC,Canada
Cali,CLO,Colombia
City name,Airport Code,Country name
Calipatria,CLR,United States
Callaway Gardens,CWG,United States
Caloundra,CUD,Australia
Calverton,CTO,United States
Calvi,CLY,France
Camaguey,CMW,Cuba
Cambridge,CBG,United Kingdom
Cambridge,JHY,United States
Cambridge,CGE,United States
Cambridge Bay,YCB,Canada
Camden,CDH,United States
Camden,CDU,Australia
Camden,CDN,United States
Cameta,CMT,Brazil
Camfield,CFI,Australia
Camiguin,CGM,Philippines
City name,Airport Code,Country name
Camiri,CAM,Bolivia
Camocim,CMC,Brazil
Camooweal,CML,Australia
Camp Douglas,VOK,United States
Camp Springs,ADW,United States
Camp Springs,NSF,United States
Campbell River,YBL,Canada
Campbell River,YHH,Canada
Campbellpore,CWP,Pakistan
Campbeltown,CAL,United Kingdom
Campeche,CPE,Mexico
Campina Grande,CPV,Brazil
Campinas,CPQ,Brazil
Campo,CZZ,United States
Campo Grande,CGR,Brazil
Campo Mourao,CBW,Brazil
City name,Airport Code,Country name
Campos,CAW,Brazil
Can Tho,VCA,Viet Nam
Cana Brava,NBV,Brazil
Canaima,CAJ,Venezuela
Canakkale,CKZ,Turkey
Cananea,CNA,Mexico
Canarana,CQA,Brazil
Canas,CSC,Costa Rica
Canavieiras,CNV,Brazil
Canberra,CBR,Australia
Cancun,CUN,Mexico
Candala,CXN,Somalia
Candilejas,CJD,Colombia
Candle,CDL,United States
Cangamba,CNZ,Angola
Cannes,JCA,France
City name,Airport Code,Country name
Cannes,CEQ,France
Cannes,QYW,France
Canobie,CBY,Australia
Canon City,CNE,United States
Canouan Island,CIW,Saint Vincent and the Grenadines
Canton,CTK,United States
Canton Island,CIS,Kiribati
Cap Haitien,CAP,Haiti
Cap Skirring,CSK,Senegal
Capanda,KNP,Angola
Cape Barren Island,CBI,Australia
Cape Dorset,YTE,Canada
Cape Eleuthera,CEL,Bahamas
Cape Flattery,CQP,Australia
Cape Girardeau,CGI,United States
Cape Gloucester,CGC,Papua New Guinea
City name,Airport Code,Country name
Cape Lisburne,LUR,United States
Cape Newenham,EHM,United States
Cape Orford,CPI,Papua New Guinea
Cape Palmas,CPA,Liberia
Cape Pole,CZP,United States
Cape Rodney,CPN,Papua New Guinea
Cape Romanzof,CZF,United States
Cape Spencer,CSP,United States
Cape St Jacques,CSJ,Viet Nam
Cape St James,YCJ,Canada
Cape Town,CPT,South Africa
Cape Vogel,CVL,Papua New Guinea
Capri,PRJ,Italy
Caprivi,LHU,Namibia
Capurgana,CPB,Colombia
Caquetania,CQT,Colombia
City name,Airport Code,Country name
Car Nicobar,CBD,India
Caracas,CCS,Venezuela
Carajas,CKS,Brazil
Caransebes,CSB,Romania
Carauari,CAF,Brazil
Caravelas,CRQ,Brazil
Carbondale,MDH,United States
Carcassonne,CCF,France
Cardiff,CWL,United Kingdom
Caribou,CAR,United States
Caribou Island,YCI,Canada
Carimagua,CCO,Colombia
Carlisle,CAX,United Kingdom
Carlsbad,CNM,United States
Carlton Hill,CRY,Australia
Carmelita,CMM,Guatemala
City name,Airport Code,Country name
Carmen De Patagones,CPG,Argentina
Carnarvon,CVQ,Australia
Carnot,CRF,Central African Republic
Carolina,CLN,Brazil
Carora,VCR,Venezuela
Carpentaria Downs,CFP,Australia
Carriacou Is,CRU,Grenada
Carrillo,RIK,Costa Rica
Carrizo Springs,CZT,United States
Carroll,CIN,United States
Carson City,CSN,United States
Cartagena,CTG,Colombia
Cartago,CRC,Colombia
Carti,CTE,Panama
Cartierville,YCV,Canada
Cartwright,YRF,Canada
City name,Airport Code,Country name
Caruaru,CAU,Brazil
Carupano,CUP,Venezuela
Caruru,CUO,Colombia
Carutapera,CTP,Brazil
Casa Grande,CGZ,United States
Casablanca,CAS,Morocco
Casablanca,CMN,Morocco
Cascade Locks,CZK,United States
Cascavel,CAC,Brazil
Casigua,CUV,Venezuela
Casiguran,CGG,Philippines
Casino,CSI,Australia
Casper,CPR,United States
Cassilandia,CSS,Brazil
Castaway,CST,Fiji
Castlebar,CLB,Ireland
City name,Airport Code,Country name
Castlegar,YCG,Canada
Castres,DCM,France
Castro,WCA,Chile
Casuarito,CSR,Colombia
Cat Cays,CXY,Bahamas
Cat Island,CAT,Bahamas
Cat Lake,YAC,Canada
Catacamas,CAA,Honduras
Catalao,TLZ,Brazil
Catalina Island,CIB,United States
Catalina Island,SXC,United States
Catalina Island,AVX,United States
Catalina Island,TWH,United States
Catamarca,CTC,Argentina
Catania,CTA,Italy
Catarman,CRM,Philippines
City name,Airport Code,Country name
Caticlan,MPH,Philippines
Cattle Creek,CTR,Australia
Catumbela,CBT,Angola
Cauayan,CYZ,Philippines
Caucasia,CAQ,Colombia
Cauquira,CDD,Honduras
Caviahue,CVH,Argentina
Caxias Do Sul,CXJ,Brazil
Caye Caulker,CUK,Belize
Caye Chapel,CYC,Belize
Cayenne,CAY,French Guiana
Cayman Brac Is,CYB,Cayman Islands
Cayo Coco,CCC,Cuba
Cayo Largo Del Sur,CYO,Cuba
Cazombo,CAV,Angola
Cebu,CEB,Philippines
City name,Airport Code,Country name
Cedar City,CDC,United States
Cedar Key,CDK,United States
Cedar Rapids,CID,United States
Ceduna,CED,Australia
Center Island,CWS,United States
Centerville,GHM,United States
Central,CEM,United States
Centralia,ENL,United States
Centralia,YCE,Canada
Cepu,CPF,Indonesia
Ceres,CRR,Argentina
Cerro Sombrero,SMB,Chile
Cessnock,CES,Australia
Ceuta,JCU,Spain
Chachapoyas,CHH,Peru
Chadron,CDR,United States
City name,Airport Code,Country name
Chagni,MKD,Ethiopia
Chah-Bahar,ZBR,Iran
Chaiten,WCH,Chile
Chakcharan,CCN,Afghanistan
Chalkyitsik,CIK,United States
Challis,CHL,United States
Chalons Sur Marne,XCR,France
Chambery,CMF,France
Champaign,CMI,United States
Chanaral,CNR,Chile
Chandalar,WCR,United States
Chandigarh,IXC,India
Chandler,SLJ,United States
Chandler,CHD,United States
Changchun,CGQ,China
Changde,CGD,China
City name,Airport Code,Country name
Changhai,CNI,China
Changsha,CSX,China
Changuinola,CHX,Panama
Changzhi,CIH,China
Changzhou,CZX,China
Chania,CHQ,Greece
Chanute,CNU,United States
Chaoyang,CHG,China
Chaparral,CPL,Colombia
Chapeco,XAP,Brazil
Chapleau,YLD,Canada
Charata,CNT,Argentina
Charles City,CCY,United States
Charleston,CHS,United States
Charleston,CRW,United States
Charleville,CTL,Australia
City name,Airport Code,Country name
Charlo,YCL,Canada
Charlotte,CLT,United States
Charlotte,QWG,United States
Charlottesville,CHO,United States
Charlottetown,YHG,Canada
Charlottetown,YYG,Canada
Charters Towers,CXT,Australia
Chateauroux,CHR,France
Chatham,CYM,United States
Chatham,XCM,Canada
Chatham Island,CHT,New Zealand (Aotearoa)
Chattanooga,CHA,United States
Chaurjhari,HRJ,Nepal
Chaves,CHV,Portugal
Cheboksary,CSY,Russian Federation
Chefornak,CYF,United States
City name,Airport Code,Country name
Chehalis,CLS,United States
Chek Lap Kok,ZJK,Hong Kong
Chelinda,CEH,Malawi
Chelyabinsk,CEK,Russian Federation
Chemnitz,ZTZ,Germany
Chena Hot Springs,CEX,United States
Chengdu,CTU,China
Chennai/Madras,MAA,India
Cheongju,CJJ,Korea (South)
Cheraw,HCW,United States
Cherbourg,CER,France
Cherepovets,CEE,Russian Federation
Cherkassy,CKC,Ukraine
Chernigov,CEJ,Ukraine
Chernofski,KCN,United States
Chernovtsy,CWC,Ukraine
City name,Airport Code,Country name
Cherokee,CKK,United States
Cherokee,CKA,United States
Cherrabun,CBC,Australia
Cherribah,CRH,Australia
Cherskiy,CYX,Russian Federation
Chesapeake,HTW,United States
Chester,CEG,United Kingdom
Chesterfield Inlet,YCS,Canada
Chetumal,CTM,Mexico
Chetwynd,YCQ,Canada
Chevak,VAK,United States
Chevery,YHR,Canada
Cheyenne,CYS,United States
Cheyenne,FEW,United States
Chi Mei,CMJ,Taiwan
Chiang Mai,CNX,Thailand
City name,Airport Code,Country name
Chiang Rai,CEI,Thailand
Chiayi,CYI,Taiwan
Chibougamau,YMT,Canada
Chicago,CHI,United States
Chicago,NOH,United States
Chicago,RFD,United States
Chicago,DPA,United States
Chicago,GYY,United States
Chicago,CGX,United States
Chicago,MDW,United States
Chicago,PWK,United States
Chichen Itza,CZA,Mexico
Chickasha,CHK,United States
Chicken,CKX,United States
Chiclayo,CIX,Peru
Chico,CIC,United States
City name,Airport Code,Country name
Chifeng,CIF,China
Chignik,KCQ,United States
Chignik,KBW,United States
Chignik,KCG,United States
Chignik,KCL,United States
Chigorodo,IGO,Colombia
Chihuahua,CUU,Mexico
Chilas,CHB,Pakistan
Childress,CDS,United States
Chile Chico,CCH,Chile
Chilko Lake,CJH,Canada
Chillagoe,LLG,Australia
Chillan,YAI,Chile
Chilliwack,YCW,Canada
Chiloquin,CHZ,United States
Chimbote,CHM,Peru
City name,Airport Code,Country name
Chimoio,VPY,Mozambique
Chinchilla,CCL,Australia
Chincoteague,WAL,United States
Chinde,INE,Mozambique
Chingola,CGJ,Zambia
Chinguitti,CGT,Mauritania
Chino,CNO,United States
Chios,JKH,Greece
Chipata,CIP,Zambia
Chipinge,CHJ,Zimbabwe
Chiquimula,CIQ,Guatemala
Chisana,CZN,United States
